Latitude (decimal degrees): 48.351
Longitude (decimal degrees): 10.164
Elevation (m): 492.0
Irradiance Time Offset (h): 0.1798
month,year
1,2021
2,2011
3,2021
4,2017
5,2012
6,2009
7,2015
8,2014
9,2009
10,2017
11,2007
12,2018
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20150706:2000,22.41,71.15,0.0,-0.0,0.0,360.75,1.79,110.0,95440.0
20150706:2100,21.1,78.55,0.0,-0.0,0.0,355.3,1.86,119.0,95440.0
20150706:2200,20.23,81.15,0.0,-0.0,0.0,353.75,2.0,125.0,95410.0
20150706:2300,19.51,83.9,0.0,-0.0,0.0,351.25,2.0,131.0,95380.0
20150707:0000,18.82,86.8,0.0,-0.0,0.0,348.75,1.86,134.0,95340.0
20150707:0100,18.29,86.75,0.0,-0.0,0.0,346.9,1.72,140.0,95310.0
20150707:0200,17.7,92.85,0.0,-0.0,0.0,342.35,1.66,144.0,95250.0
20150707:0300,17.63,92.85,0.0,-0.0,0.0,342.75,1.38,144.0,95210.0
20150707:0400,17.7,92.85,33.0,31.77,30.0,339.65,1.1,151.0,95170.0
20150707:0500,18.89,89.8,175.0,329.67,92.0,342.55,0.62,156.0,95160.0
20150707:0600,21.36,84.1,338.0,510.32,128.0,344.65,0.48,137.0,95160.0
20150707:0700,23.01,76.2,504.0,627.26,151.0,363.65,0.41,65.0,95110.0
20150707:0800,24.74,73.85,604.0,533.63,233.0,372.15,0.34,127.0,95070.0
20150707:0900,26.64,67.15,775.0,752.59,173.0,379.7,0.55,186.0,95030.0
20150707:1000,27.99,59.0,874.0,826.79,155.0,391.7,1.1,197.0,95020.0
20150707:1100,29.31,53.55,909.0,835.88,157.0,392.1,1.86,190.0,94960.0
20150707:1200,30.32,50.3,890.0,821.01,161.0,392.1,2.76,202.0,94890.0
20150707:1300,30.99,44.2,828.0,803.33,157.0,401.2,3.79,226.0,94830.0
20150707:1400,30.26,42.45,728.0,779.6,147.0,397.5,5.24,246.0,94850.0
20150707:1500,28.86,51.65,586.0,716.33,139.0,405.45,2.83,250.0,94810.0
20150707:1600,28.67,53.45,419.0,606.48,128.0,395.0,2.21,232.0,94730.0
20150707:1700,28.56,55.3,268.0,551.96,90.0,387.05,2.21,216.0,94710.0
20150707:1800,27.31,60.8,113.0,356.38,55.0,392.85,2.41,204.0,94680.0
20150707:1900,25.98,62.65,0.0,0.0,0.0,390.55,2.76,237.0,94490.0
20150707:2000,24.83,69.05,0.0,-0.0,0.0,391.1,2.14,211.0,94400.0
20150707:2100,23.8,68.95,0.0,-0.0,0.0,378.35,3.1,260.0,94500.0
20150707:2200,23.41,64.4,0.0,-0.0,0.0,391.7,4.41,296.0,94600.0
20150707:2300,21.62,71.0,0.0,-0.0,0.0,379.5,4.0,298.0,94660.0
20150708:0000,20.43,75.85,0.0,-0.0,0.0,374.85,3.79,277.0,94720.0
20150708:0100,19.81,78.45,0.0,-0.0,0.0,372.45,3.52,274.0,94750.0
20150708:0200,19.32,81.1,0.0,-0.0,0.0,367.5,2.97,266.0,94730.0
20150708:0300,18.82,83.85,0.0,-0.0,0.0,359.95,2.55,252.0,94740.0
20150708:0400,18.62,86.75,23.0,10.8,22.0,373.5,2.41,240.0,94720.0
20150708:0500,18.87,86.8,58.0,0.0,58.0,372.95,2.69,237.0,94690.0
20150708:0600,19.14,83.85,48.0,0.0,48.0,373.3,3.86,249.0,94710.0
20150708:0700,18.23,83.75,84.0,0.0,84.0,356.85,3.59,287.0,94780.0
20150708:0800,18.09,80.9,197.0,0.0,197.0,369.85,3.52,305.0,94810.0
20150708:0900,18.08,80.9,363.0,26.29,342.0,354.75,3.86,314.0,94880.0
20150708:1000,17.81,75.45,396.0,25.33,374.0,383.0,3.79,310.0,94960.0
20150708:1100,18.42,68.05,365.0,11.13,355.0,368.1,3.72,294.0,94960.0
20150708:1200,19.15,61.3,665.0,277.28,419.0,358.0,4.28,282.0,94940.0
20150708:1300,20.01,53.35,365.0,19.17,349.0,349.5,4.76,278.0,94930.0
20150708:1400,20.58,48.05,665.0,560.05,248.0,345.05,5.17,275.0,94920.0
20150708:1500,20.92,43.25,569.0,633.7,174.0,346.2,5.24,273.0,94900.0
20150708:1600,21.01,41.7,422.0,599.09,135.0,349.5,4.9,269.0,94890.0
20150708:1700,20.54,44.7,256.0,472.6,104.0,330.35,3.93,261.0,94900.0
20150708:1800,19.85,47.9,96.0,210.2,62.0,329.55,3.38,259.0,94920.0
20150708:1900,18.55,45.85,0.0,0.0,0.0,352.4,2.69,309.0,95010.0
20150708:2000,17.57,47.3,0.0,-0.0,0.0,338.65,2.76,308.0,95090.0
20150708:2100,16.69,50.6,0.0,-0.0,0.0,332.5,2.69,301.0,95140.0
20150708:2200,16.0,52.4,0.0,-0.0,0.0,328.6,2.69,292.0,95150.0
20150708:2300,15.58,56.25,0.0,-0.0,0.0,334.0,2.76,286.0,95190.0
20150709:0000,15.05,58.25,0.0,-0.0,0.0,324.55,2.9,276.0,95210.0
20150709:0100,14.71,62.55,0.0,-0.0,0.0,326.95,3.03,267.0,95220.0
20150709:0200,14.46,62.55,0.0,-0.0,0.0,328.4,3.17,262.0,95210.0
20150709:0300,14.3,62.55,0.0,-0.0,0.0,331.1,3.24,260.0,95200.0
20150709:0400,14.19,67.15,5.0,0.0,5.0,333.05,3.31,258.0,95210.0
20150709:0500,14.14,69.65,38.0,0.0,38.0,329.4,3.52,259.0,95260.0
20150709:0600,14.3,69.75,219.0,88.2,183.0,322.8,4.0,261.0,95300.0
20150709:0700,14.32,72.3,415.0,296.56,249.0,351.45,4.41,270.0,95360.0
20150709:0800,15.2,69.85,365.0,62.09,322.0,337.7,4.55,271.0,95380.0
20150709:0900,16.21,62.85,452.0,82.75,386.0,339.45,4.9,276.0,95410.0
20150709:1000,16.81,58.7,279.0,1.15,278.0,348.95,5.1,280.0,95440.0
20150709:1100,17.45,56.75,466.0,49.0,422.0,333.05,5.17,280.0,95430.0
20150709:1200,17.59,54.7,531.0,101.54,441.0,324.75,4.97,283.0,95430.0
20150709:1300,17.55,56.75,791.0,647.62,251.0,343.3,4.76,288.0,95450.0
20150709:1400,17.95,52.9,747.0,805.28,148.0,337.1,4.9,292.0,95470.0
20150709:1500,17.99,52.9,596.0,718.02,149.0,343.1,4.69,298.0,95480.0
20150709:1600,17.97,51.0,427.0,608.52,136.0,342.75,4.14,303.0,95480.0
20150709:1700,17.66,50.85,243.0,383.57,120.0,326.5,3.45,308.0,95510.0
20150709:1800,17.21,52.65,104.0,280.1,59.0,346.4,2.69,314.0,95570.0
20150709:1900,16.4,50.6,0.0,0.0,0.0,353.95,2.07,322.0,95640.0
20150709:2000,15.91,52.4,0.0,-0.0,0.0,353.55,1.86,327.0,95720.0
20150709:2100,15.27,54.25,0.0,-0.0,0.0,345.05,1.45,328.0,95770.0
20150709:2200,14.01,69.65,0.0,-0.0,0.0,324.55,1.24,331.0,95790.0
20150709:2300,13.13,69.55,0.0,-0.0,0.0,314.3,1.17,339.0,95800.0
20150710:0000,12.44,69.45,0.0,-0.0,0.0,306.55,1.17,340.0,95820.0
20150710:0100,12.41,66.95,0.0,-0.0,0.0,306.65,0.97,342.0,95800.0
20150710:0200,11.64,74.55,0.0,-0.0,0.0,314.65,1.1,349.0,95790.0
20150710:0300,10.46,77.15,0.0,-0.0,0.0,292.8,1.38,1.0,95780.0
20150710:0400,10.19,80.05,32.0,33.86,29.0,307.1,1.52,14.0,95750.0
20150710:0500,11.19,80.1,189.0,426.37,84.0,279.45,1.52,26.0,95810.0
20150710:0600,13.38,67.05,358.0,592.97,117.0,282.15,1.72,42.0,95800.0
20150710:0700,14.05,69.65,532.0,718.42,131.0,285.05,1.24,59.0,95830.0
20150710:0800,15.49,65.05,685.0,779.85,146.0,289.3,1.24,40.0,95830.0
20150710:0900,16.76,56.6,814.0,831.31,152.0,294.35,1.17,25.0,95810.0
20150710:1000,17.84,51.0,898.0,855.15,157.0,299.55,0.62,9.0,95770.0
20150710:1100,18.86,47.65,929.0,852.91,164.0,303.85,0.41,347.0,95720.0
20150710:1200,19.73,46.1,916.0,849.24,164.0,307.1,0.62,343.0,95690.0
20150710:1300,20.42,43.1,862.0,855.93,149.0,309.65,0.9,353.0,95650.0
20150710:1400,20.91,40.2,762.0,845.19,134.0,311.55,1.03,6.0,95620.0
20150710:1500,21.16,38.75,614.0,780.12,129.0,312.95,1.03,19.0,95580.0
20150710:1600,21.17,38.75,446.0,691.41,116.0,312.55,1.1,32.0,95540.0
20150710:1700,20.91,38.75,275.0,581.94,89.0,311.55,1.24,45.0,95520.0
20150710:1800,20.1,49.7,111.0,357.46,54.0,310.05,1.17,60.0,95500.0
20150710:1900,18.6,53.0,0.0,0.0,0.0,309.05,1.72,68.0,95490.0
20150710:2000,16.83,54.6,0.0,-0.0,0.0,305.0,2.14,80.0,95490.0
20150710:2100,15.52,58.35,0.0,-0.0,0.0,302.1,2.21,93.0,95490.0
20150710:2200,14.51,62.55,0.0,-0.0,0.0,299.4,2.28,101.0,95490.0
20150710:2300,13.63,67.05,0.0,-0.0,0.0,297.85,2.21,103.0,95450.0
20150711:0000,12.76,67.05,0.0,-0.0,0.0,296.5,2.07,101.0,95400.0
20150711:0100,11.94,74.6,0.0,-0.0,0.0,295.25,1.93,99.0,95370.0
20150711:0200,11.21,77.3,0.0,-0.0,0.0,294.15,1.86,99.0,95310.0
20150711:0300,10.65,83.0,0.0,-0.0,0.0,293.4,1.72,100.0,95260.0
20150711:0400,10.5,83.0,40.0,104.02,31.0,291.65,1.52,99.0,95230.0
20150711:0500,12.03,83.15,193.0,483.0,75.0,292.2,0.97,103.0,95230.0
20150711:0600,15.08,75.0,370.0,672.23,98.0,295.5,0.97,115.0,95240.0
20150711:0700,17.41,67.85,521.0,693.57,135.0,299.55,1.17,126.0,95280.0
20150711:0800,19.71,63.6,672.0,753.95,152.0,307.7,0.9,152.0,95310.0
20150711:0900,21.89,55.8,799.0,807.5,157.0,320.1,1.38,184.0,95280.0
20150711:1000,23.92,52.35,882.0,830.85,163.0,332.1,2.28,209.0,95270.0
20150711:1100,25.56,49.2,913.0,827.09,172.0,344.1,3.24,231.0,95210.0
20150711:1200,26.56,46.15,875.0,747.25,214.0,359.55,4.07,250.0,95190.0
20150711:1300,27.23,41.65,793.0,668.16,237.0,365.95,4.34,258.0,95170.0
20150711:1400,27.44,36.3,534.0,242.54,354.0,365.95,4.34,264.0,95150.0
20150711:1500,27.66,33.8,511.0,428.5,245.0,370.0,4.28,271.0,95160.0
20150711:1600,26.98,37.5,296.0,159.57,220.0,371.95,3.24,275.0,95140.0
20150711:1700,26.61,40.1,270.0,565.19,90.0,365.2,2.97,278.0,95160.0
20150711:1800,24.9,45.75,88.0,164.39,62.0,354.95,2.41,275.0,95180.0
20150711:1900,22.96,47.0,0.0,0.0,0.0,344.65,2.28,303.0,95220.0
20150711:2000,21.37,48.3,0.0,-0.0,0.0,338.3,2.34,291.0,95290.0
20150711:2100,20.15,49.7,0.0,-0.0,0.0,339.85,2.41,278.0,95320.0
20150711:2200,19.12,49.45,0.0,-0.0,0.0,330.55,2.55,272.0,95330.0
20150711:2300,18.48,47.55,0.0,-0.0,0.0,330.95,2.62,270.0,95330.0
20150712:0000,17.89,47.4,0.0,-0.0,0.0,329.0,2.55,268.0,95320.0
20150712:0100,17.14,50.75,0.0,-0.0,0.0,321.95,2.48,264.0,95320.0
20150712:0200,16.48,52.5,0.0,-0.0,0.0,322.4,2.41,261.0,95320.0
20150712:0300,15.78,56.35,0.0,-0.0,0.0,317.75,2.34,259.0,95300.0
20150712:0400,15.26,62.75,33.0,59.27,28.0,316.05,2.28,258.0,95300.0
20150712:0500,15.75,67.55,182.0,416.86,81.0,314.1,2.0,260.0,95330.0
20150712:0600,18.61,61.2,349.0,583.47,114.0,317.2,1.59,264.0,95340.0
20150712:0700,21.05,55.55,516.0,686.67,135.0,324.35,1.45,285.0,95390.0
20150712:0800,22.69,50.3,670.0,759.96,147.0,329.75,1.79,289.0,95390.0
20150712:0900,23.78,47.15,776.0,743.35,186.0,337.9,2.14,283.0,95380.0
20150712:1000,24.66,45.6,857.0,766.03,195.0,345.85,2.62,284.0,95360.0
20150712:1100,25.43,42.75,801.0,530.81,326.0,349.3,3.24,278.0,95340.0
20150712:1200,25.71,41.25,766.0,473.07,348.0,356.85,3.79,276.0,95300.0
20150712:1300,25.88,39.95,708.0,452.37,332.0,374.3,3.59,276.0,95250.0
20150712:1400,26.31,38.55,654.0,530.22,261.0,373.7,3.66,277.0,95200.0
20150712:1500,26.28,37.2,473.0,327.54,270.0,365.95,3.66,284.0,95180.0
20150712:1600,25.76,38.45,185.0,14.73,178.0,370.8,3.45,298.0,95170.0
20150712:1700,24.9,39.7,164.0,88.26,136.0,364.0,3.24,311.0,95170.0
20150712:1800,23.39,39.45,73.0,82.92,60.0,358.4,3.17,317.0,95210.0
20150712:1900,21.76,40.35,0.0,0.0,0.0,377.2,3.86,318.0,95270.0
20150712:2000,20.97,38.75,0.0,-0.0,0.0,376.2,3.24,318.0,95370.0
20150712:2100,20.19,43.0,0.0,-0.0,0.0,374.3,2.83,319.0,95410.0
20150712:2200,18.92,49.45,0.0,-0.0,0.0,365.55,2.28,321.0,95430.0
20150712:2300,17.9,56.85,0.0,-0.0,0.0,355.9,1.86,308.0,95420.0
20150713:0000,17.25,60.95,0.0,-0.0,0.0,363.65,1.93,311.0,95450.0
20150713:0100,16.75,65.35,0.0,-0.0,0.0,366.65,1.59,311.0,95440.0
20150713:0200,16.34,70.1,0.0,-0.0,0.0,366.75,1.1,285.0,95390.0
20150713:0300,16.11,72.55,0.0,-0.0,0.0,365.95,1.24,256.0,95400.0
20150713:0400,15.88,75.15,4.0,0.0,4.0,363.45,1.38,244.0,95400.0
20150713:0500,15.96,75.15,16.0,0.0,16.0,368.5,1.52,239.0,95400.0
20150713:0600,16.34,72.65,93.0,0.0,93.0,370.2,1.66,248.0,95410.0
20150713:0700,16.87,72.7,182.0,3.62,180.0,366.15,1.86,240.0,95470.0
20150713:0800,17.29,67.85,196.0,0.0,196.0,369.45,2.21,254.0,95460.0
20150713:0900,18.53,61.2,329.0,15.15,317.0,373.9,2.9,263.0,95470.0
20150713:1000,19.37,57.2,120.0,0.0,120.0,380.85,3.31,277.0,95440.0
20150713:1100,19.66,57.2,170.0,0.0,170.0,383.0,2.97,287.0,95430.0
20150713:1200,20.32,53.5,207.0,0.0,207.0,376.6,3.59,284.0,95390.0
20150713:1300,20.55,51.65,134.0,0.0,134.0,378.15,3.66,290.0,95410.0
20150713:1400,20.14,53.35,246.0,2.7,244.0,387.85,3.38,297.0,95400.0
20150713:1500,19.54,57.2,105.0,0.0,105.0,381.45,2.76,300.0,95420.0
20150713:1600,19.2,61.3,207.0,31.65,192.0,380.85,2.14,295.0,95430.0
20150713:1700,19.29,59.25,146.0,53.81,129.0,377.0,1.66,286.0,95410.0
20150713:1800,19.14,68.1,78.0,115.92,60.0,376.6,0.9,275.0,95410.0
20150713:1900,18.6,78.25,0.0,0.0,0.0,385.5,0.69,318.0,95390.0
20150713:2000,18.79,68.1,0.0,-0.0,0.0,386.1,0.41,223.0,95410.0
20150713:2100,18.04,75.45,0.0,-0.0,0.0,385.7,1.1,212.0,95430.0
20150713:2200,17.89,72.9,0.0,-0.0,0.0,387.85,1.31,228.0,95410.0
20150713:2300,17.75,72.8,0.0,-0.0,0.0,381.05,1.66,243.0,95400.0
20150714:0000,17.53,72.8,0.0,-0.0,0.0,371.95,1.93,253.0,95390.0
20150714:0100,17.32,70.3,0.0,-0.0,0.0,365.7,2.14,254.0,95380.0
20150714:0200,17.2,72.7,0.0,-0.0,0.0,365.55,2.21,254.0,95380.0
20150714:0300,17.02,72.7,0.0,-0.0,0.0,363.65,2.21,251.0,95370.0
20150714:0400,16.7,75.25,4.0,0.0,4.0,355.1,2.21,242.0,95360.0
20150714:0500,17.02,75.3,29.0,0.0,29.0,363.05,2.14,236.0,95360.0
20150714:0600,18.16,72.9,106.0,0.0,106.0,354.15,2.28,237.0,95370.0
20150714:0700,19.7,73.15,203.0,9.07,198.0,359.4,2.48,252.0,95380.0
20150714:0800,20.82,63.9,356.0,62.77,313.0,371.95,3.17,261.0,95360.0
20150714:0900,21.77,57.65,467.0,106.21,383.0,375.25,4.14,262.0,95380.0
20150714:1000,22.41,52.1,566.0,164.79,424.0,366.15,4.34,263.0,95360.0
20150714:1100,23.7,47.15,542.0,115.4,439.0,383.2,4.83,266.0,95360.0
20150714:1200,24.34,44.05,781.0,528.67,315.0,370.4,4.69,270.0,95330.0
20150714:1300,24.94,42.65,321.0,8.44,314.0,391.5,4.55,276.0,95300.0
20150714:1400,24.68,45.6,631.0,485.74,272.0,408.75,3.86,290.0,95280.0
20150714:1500,24.47,47.25,561.0,634.81,169.0,402.15,3.66,302.0,95310.0
20150714:1600,24.08,50.55,382.0,456.96,166.0,386.85,3.45,315.0,95310.0
20150714:1700,23.47,52.35,171.0,114.47,135.0,385.5,3.03,326.0,95320.0
20150714:1800,22.55,55.9,62.0,45.55,55.0,370.2,2.62,334.0,95360.0
20150714:1900,21.69,55.65,0.0,0.0,0.0,364.0,2.69,336.0,95340.0
20150714:2000,20.53,59.5,0.0,-0.0,0.0,359.4,2.55,335.0,95430.0
20150714:2100,19.61,63.6,0.0,-0.0,0.0,357.65,2.14,328.0,95500.0
20150714:2200,18.75,70.45,0.0,-0.0,0.0,355.1,1.66,304.0,95530.0
20150714:2300,17.84,75.45,0.0,-0.0,0.0,357.05,1.52,274.0,95550.0
20150715:0000,16.8,80.8,0.0,-0.0,0.0,345.45,1.52,260.0,95560.0
20150715:0100,16.03,86.5,0.0,-0.0,0.0,342.85,1.59,252.0,95560.0
20150715:0200,15.74,86.5,0.0,-0.0,0.0,353.0,1.52,252.0,95560.0
20150715:0300,15.24,89.55,0.0,-0.0,0.0,343.7,1.45,253.0,95540.0
20150715:0400,14.81,89.5,10.0,0.0,10.0,339.25,1.38,262.0,95550.0
20150715:0500,16.18,92.75,181.0,453.64,74.0,347.4,0.76,280.0,95570.0
20150715:0600,18.19,78.15,336.0,554.36,116.0,351.45,0.83,316.0,95610.0
20150715:0700,19.68,73.15,507.0,682.44,132.0,345.45,0.34,307.0,95620.0
20150715:0800,20.95,66.15,647.0,706.77,164.0,352.8,0.62,296.0,95590.0
20150715:0900,22.1,59.8,718.0,592.84,250.0,353.0,1.45,299.0,95590.0
20150715:1000,22.94,54.1,767.0,539.32,303.0,374.65,1.79,295.0,95580.0
20150715:1100,23.58,52.35,795.0,534.03,319.0,387.45,1.86,298.0,95570.0
20150715:1200,24.21,50.55,769.0,498.69,330.0,408.35,1.79,305.0,95550.0
20150715:1300,25.3,47.4,772.0,640.12,242.0,397.5,1.72,314.0,95480.0
20150715:1400,26.11,42.9,728.0,790.07,145.0,387.45,1.52,329.0,95440.0
20150715:1500,26.62,41.55,588.0,735.07,135.0,364.8,1.1,347.0,95420.0
20150715:1600,26.6,40.1,421.0,636.5,121.0,368.1,0.69,36.0,95370.0
20150715:1700,26.41,43.05,254.0,517.63,92.0,366.15,0.97,96.0,95380.0
20150715:1800,25.1,52.6,94.0,250.03,56.0,358.8,1.45,115.0,95360.0
20150715:1900,23.43,56.15,0.0,-0.0,0.0,361.1,1.72,89.0,95340.0
20150715:2000,21.86,61.95,0.0,-0.0,0.0,362.1,1.93,94.0,95380.0
20150715:2100,20.64,66.05,0.0,-0.0,0.0,354.35,2.0,103.0,95420.0
20150715:2200,19.55,70.65,0.0,-0.0,0.0,343.1,2.14,113.0,95420.0
20150715:2300,18.71,75.55,0.0,-0.0,0.0,341.2,2.07,123.0,95410.0
20150716:0000,17.77,78.15,0.0,-0.0,0.0,334.8,1.93,134.0,95390.0
20150716:0100,16.91,83.65,0.0,-0.0,0.0,330.65,1.66,141.0,95400.0
20150716:0200,16.77,80.8,0.0,-0.0,0.0,328.6,1.31,141.0,95350.0
20150716:0300,16.86,80.8,0.0,-0.0,0.0,326.65,1.1,148.0,95350.0
20150716:0400,17.12,80.8,27.0,39.95,24.0,323.95,0.83,159.0,95350.0
20150716:0500,17.64,80.85,170.0,385.24,80.0,323.75,0.34,174.0,95360.0
20150716:0600,19.6,75.7,335.0,557.27,115.0,327.45,0.21,100.0,95370.0
20150716:0700,22.46,66.45,504.0,673.83,135.0,340.0,0.83,8.0,95410.0
20150716:0800,24.54,60.25,662.0,759.87,144.0,347.55,1.03,26.0,95430.0
20150716:0900,26.2,52.85,781.0,790.72,158.0,356.1,1.17,46.0,95420.0
20150716:1000,27.1,47.9,859.0,802.13,170.0,372.55,0.97,44.0,95410.0
20150716:1100,27.8,44.8,876.0,751.63,207.0,377.0,0.97,30.0,95400.0
20150716:1200,28.19,41.95,868.0,763.3,197.0,376.8,0.83,28.0,95350.0
20150716:1300,28.65,40.65,826.0,805.56,160.0,385.3,0.69,34.0,95320.0
20150716:1400,28.61,39.25,725.0,783.26,148.0,378.75,0.55,54.0,95300.0
20150716:1500,28.69,39.25,582.0,718.78,140.0,384.35,0.41,47.0,95290.0
20150716:1600,28.49,39.25,414.0,606.55,129.0,396.95,0.48,34.0,95270.0
20150716:1700,27.97,44.95,251.0,501.05,95.0,400.2,0.76,51.0,95260.0
20150716:1800,26.67,54.8,102.0,339.59,51.0,384.15,1.17,62.0,95270.0
20150716:1900,25.53,54.55,0.0,-0.0,0.0,391.3,2.0,63.0,95180.0
20150716:2000,24.36,56.25,0.0,-0.0,0.0,386.85,2.34,76.0,95230.0
20150716:2100,23.28,58.0,0.0,-0.0,0.0,369.05,2.41,86.0,95250.0
20150716:2200,22.34,57.9,0.0,-0.0,0.0,363.25,2.28,97.0,95260.0
20150716:2300,21.5,61.85,0.0,-0.0,0.0,361.7,2.21,114.0,95260.0
20150717:0000,20.51,66.05,0.0,-0.0,0.0,353.55,2.07,135.0,95280.0
20150717:0100,19.47,73.15,0.0,-0.0,0.0,351.75,1.86,153.0,95270.0
20150717:0200,18.48,81.0,0.0,-0.0,0.0,346.8,1.66,171.0,95230.0
20150717:0300,17.7,86.65,0.0,-0.0,0.0,343.5,1.59,183.0,95200.0
20150717:0400,17.12,89.65,20.0,13.77,19.0,339.45,1.52,192.0,95200.0
20150717:0500,18.11,86.7,147.0,237.78,92.0,338.85,1.17,197.0,95240.0
20150717:0600,22.01,71.05,312.0,448.22,136.0,341.95,1.03,194.0,95270.0
20150717:0700,24.87,64.6,492.0,632.23,147.0,351.65,1.31,228.0,95320.0
20150717:0800,27.16,54.95,643.0,704.45,164.0,360.75,1.45,233.0,95290.0
20150717:0900,29.0,45.2,768.0,759.23,171.0,369.25,1.79,245.0,95300.0
20150717:1000,30.34,39.65,850.0,783.64,178.0,374.45,2.07,249.0,95300.0
20150717:1100,31.33,33.55,891.0,809.01,172.0,388.4,2.0,248.0,95280.0
20150717:1200,31.85,32.55,874.0,789.47,181.0,383.2,1.86,237.0,95250.0
20150717:1300,32.22,30.45,804.0,743.8,190.0,383.95,2.0,227.0,95180.0
20150717:1400,32.47,29.55,198.0,0.0,198.0,387.85,2.07,228.0,95150.0
20150717:1500,32.24,30.45,52.0,0.0,52.0,389.75,2.41,223.0,95140.0
20150717:1600,30.9,32.4,198.0,25.62,186.0,395.75,3.52,213.0,95110.0
20150717:1700,27.69,41.8,45.0,0.0,45.0,405.65,3.31,232.0,95240.0
20150717:1800,26.04,51.05,30.0,0.0,30.0,394.0,1.72,289.0,95270.0
20150717:1900,25.87,56.6,0.0,-0.0,0.0,377.95,2.34,210.0,95200.0
20150717:2000,24.63,64.5,0.0,-0.0,0.0,374.45,2.34,218.0,95250.0
20150717:2100,23.45,66.65,0.0,-0.0,0.0,363.45,2.21,214.0,95270.0
20150717:2200,22.2,73.55,0.0,-0.0,0.0,355.7,2.07,204.0,95250.0
20150717:2300,21.09,78.55,0.0,-0.0,0.0,352.2,2.14,195.0,95250.0
20150718:0000,20.37,81.2,0.0,-0.0,0.0,347.55,2.28,194.0,95220.0
20150718:0100,20.09,81.15,0.0,-0.0,0.0,348.25,2.34,197.0,95220.0
20150718:0200,19.76,81.1,0.0,-0.0,0.0,344.1,2.34,204.0,95200.0
20150718:0300,19.37,78.35,0.0,-0.0,0.0,342.95,2.28,218.0,95190.0
20150718:0400,19.07,78.3,3.0,0.0,3.0,344.65,2.21,244.0,95230.0
20150718:0500,20.16,73.2,50.0,0.0,50.0,348.75,2.34,275.0,95270.0
20150718:0600,22.25,66.35,299.0,402.06,142.0,351.25,2.55,298.0,95320.0
20150718:0700,23.95,64.4,292.0,84.6,246.0,364.6,1.79,243.0,95400.0
20150718:0800,25.7,56.5,570.0,476.28,247.0,373.5,1.52,274.0,95410.0
20150718:0900,26.4,52.95,428.0,75.19,369.0,380.3,1.59,292.0,95420.0
20150718:1000,25.99,56.6,245.0,0.0,245.0,387.65,2.14,292.0,95420.0
20150718:1100,24.87,64.6,202.0,0.0,202.0,395.75,1.79,260.0,95480.0
20150718:1200,24.09,68.95,497.0,85.57,422.0,400.0,1.45,283.0,95430.0
20150718:1300,24.35,66.75,119.0,0.0,119.0,393.45,1.72,308.0,95430.0
20150718:1400,23.18,68.85,321.0,23.16,304.0,398.1,1.93,307.0,95410.0
20150718:1500,22.04,78.7,316.0,65.36,276.0,396.95,1.17,258.0,95430.0
20150718:1600,21.53,84.1,388.0,505.7,152.0,396.35,1.59,174.0,95370.0
20150718:1700,21.42,81.35,241.0,464.54,98.0,378.55,2.0,170.0,95350.0
20150718:1800,21.42,81.35,88.0,239.26,53.0,362.1,1.93,175.0,95310.0
20150718:1900,23.36,64.4,0.0,-0.0,0.0,362.5,0.9,173.0,95230.0
20150718:2000,23.11,62.15,0.0,-0.0,0.0,351.65,0.76,130.0,95220.0
20150718:2100,21.56,68.6,0.0,-0.0,0.0,347.95,0.9,126.0,95230.0
20150718:2200,20.84,70.9,0.0,-0.0,0.0,346.2,0.9,133.0,95200.0
20150718:2300,19.24,81.05,0.0,-0.0,0.0,349.9,1.24,138.0,95150.0
20150719:0000,17.76,83.75,0.0,-0.0,0.0,353.95,1.52,152.0,95120.0
20150719:0100,17.06,89.65,0.0,-0.0,0.0,350.4,1.72,156.0,95040.0
20150719:0200,16.49,92.8,0.0,-0.0,0.0,342.95,1.59,159.0,94970.0
20150719:0300,16.02,96.0,0.0,-0.0,0.0,334.8,1.52,169.0,94910.0
20150719:0400,15.53,96.0,8.0,0.0,8.0,335.2,1.59,169.0,94860.0
20150719:0500,16.62,92.8,145.0,256.03,87.0,335.4,1.38,167.0,94820.0
20150719:0600,20.5,78.5,46.0,0.0,46.0,335.75,1.38,181.0,94810.0
20150719:0700,23.0,68.85,516.0,747.65,111.0,362.5,2.28,234.0,94890.0
20150719:0800,24.28,66.65,497.0,288.31,302.0,379.5,2.83,246.0,94910.0
20150719:0900,25.3,62.45,628.0,383.12,328.0,389.75,3.72,227.0,94870.0
20150719:1000,26.7,56.7,349.0,12.87,338.0,382.8,4.97,231.0,94880.0
20150719:1100,27.72,51.45,139.0,0.0,139.0,378.75,5.24,239.0,94850.0
20150719:1200,28.43,45.05,139.0,0.0,139.0,384.55,5.17,246.0,94810.0
20150719:1300,28.96,42.2,338.0,13.37,327.0,388.4,4.97,245.0,94740.0
20150719:1400,27.68,46.4,679.0,660.77,195.0,391.7,5.79,243.0,94730.0
20150719:1500,26.55,51.2,562.0,676.55,149.0,404.1,4.14,251.0,94750.0
20150719:1600,25.72,56.5,405.0,597.9,127.0,385.5,3.79,259.0,94770.0
20150719:1700,24.7,62.35,220.0,343.22,115.0,385.7,3.1,273.0,94840.0
20150719:1800,23.95,64.4,70.0,110.97,54.0,388.0,2.62,258.0,94870.0
